fecha,autor,pais,medio,titulo,cuerpo,url
2024-08-04 12:11,Agencia EFE,México,Milenio,Miedo y esperanza entre migrantes venezolanos en México,"Una mezcla de desolación y esperanza de volver a su país invade a los venezolanos varados en Tijuana, donde representan uno de cada cuatro migrantes irregulares interceptados este año , cuando se ha multiplicado el éxodo por la crisis política agravada por las elecciones del domingo pasado. Evelin Mora, venezolana de 29 años, compartió a EFE que hace nueve años tuvo que salir de manera forzada de Venezuela , por amenazas, además de las condiciones precarias y la represión que se vive en su país, por lo que dejó atrás a su familia para salvaguardar su integridad y poder continuar con el desarrollo de su vida. Las autoridades de México detectaron a casi 1.4 millones de “personas en situación migratoria irregular” entre enero y mayo de 2024, de las cuales 377 mil 401 son originarias de Venezuela, según informó el Instituto Nacional de Migración (INM). En una protesta en contra del gobierno actual de Nicolás Maduro , la venezolana Andreina Silva dijo que las familias en su país están ""aterrorizadas"" porque ""si salen, están expuestas a que los secuestren o les puedan hacer algo”. Asimismo, llamó a sus paisanos a ""que sigan luchando desde donde puedan y de manera segura"", porque, dijo, no quiere ""ver más hermanos muertos"".  Neuri Alexander Morán Sulvarán , otro manifestante venezolano, denunció que ""el gobierno dictatorial de Nicolás Maduro hoy en día está apresando a todos los venezolanos"". Un grupo de migrantes venezolanos se unió a la serie de manifestaciones impulsadas por la oposición en diversos países el sábado en contra de Nicolás Maduro y el presunto fraude electoral , con banderas de su país y pancartas con frases como “Queremos libertad en Venezuela”, “No al fraude electoral” y “Rechazo a la dictadura y la represión”. El Consejo Nacional Electoral (CNE) de Venezuela ratificó este viernes que el jefe de Estado, Nicolás Maduro, consiguió la reelección en los comicios presidenciales del domingo pasado, con 51.95 por ciento de los votos , frente al 43.18 por ciento de apoyos obtenidos por el candidato de la oposición mayoritaria, Edmundo González Urrutia, con 96.87 por ciento de las actas escrutadas. SNGZ ​ ​ ​",https://www.milenio.com/internacional/migrantes-venezolanos-mexico-experimentan-miedo-esperanza
2024-07-30 17:15,Isis Rábago,México,Milenio,Migrantes venezolanos lamentan triunfo de Maduro y se derrumba el sueño de regresar a su país,"En la colonia Santa Rosa de Gómez Palacio, Durango, alrededor de 80 migrantes de origen venezolano permanecen varados desde hace varios días, algunos hace semanas están en la espera de encontrar alguna oportunidad para continuar con su viaje a la frontera norte del país y cruzar hasta Estados Unidos hoy más que nunca. Luego de las elecciones del pasado domingo en Venezuela, en donde el Consejo Nacional Electoral (CNE) anunció el triunfo de Nicolás Maduro, el grupo manifiesta un sentimiento de tristeza y aseguran que, si los resultados hubieran sido diferentes, regresarían a trabajar a su país. Iván Manuel Marín de la ciudad de Maiquetía en Venezuela, desde hace dos meses emprendió su camino al norte y en el cruce por México ha vivido situaciones complicadas, pero hoy más que nunca tiene la decisión firme de llegar al vecino país del norte. Pero ahora el panorama es diferente pues la situación se complicó en la frontera, por eso decidió que no continuará su viaje como ilegal, sino que espera la cita del CBP One para realizar el trámite como el asilo político, lo cual podría tardar alrededor de otro mes más. En relación con los resultados electorales de las pasadas elecciones en Venezuela, para Iván Manuel el proceso fue un fraude, pues a los migrantes los contaron como si hubieran votado. Junto con el grupo de venezolanos, se encuentran también migrantes de otras nacionalidades, como hondureños y guatemaltecos que los acompañan en el camino para conseguir el tan conocido como “Sueño Americano”. Conforme a la información que han obtenido de sus familiares que permanecen en Venezuela, es que la gente está asustada, “porque el gobierno está saliendo a matar gente, a matar personas, sabe, al pueblo, están matando al pueblo, maltratando a las mujeres, la cosa está muy fuerte en Venezuela”. Para los migrantes venezolanos, los resultados de las elecciones recientes derrumban los sueños frágiles que se empezaban a construir de tener una vida mejor junto a sus seres queridos y dejar atrás la corrupción que asegura, ha vivido su pueblo durante 24 años. dahh.",https://www.milenio.com/estados/durango-migrantes-venezolanos-lamentan-triunfo-de-maduro
2024-07-28 18:32,Agencia AFP,México,Milenio,Migrantes venezolanos esperan resultado de las elecciones desde Colombia,"Vanessa despidió a su hija. Brando ha visto a sus amigos partir. En la frontera de Venezuela con Colombia , la migración domina las conversaciones durante una elección que decide entre la continuidad del presidente Nicolás Maduro o un cambio con el opositor Edmundo González Urrutia . La ONU estima que más de 7 millones de venezolanos han migrado durante el gobierno del izquierdista Maduro, quien este domingo busca un tercer mandato que lo proyectaría a 18 años en el poder. Su principal adversario es el diplomático Edmundo González Urrutia , postulado por la alianza opositora Plataforma Unitaria tras la inhabilitación de su candidata original, la liberal María Corina Machado . Su hija vive en Colombia junto a su padre, y es parte de un fenómeno migratorio que despierta preocupación en América Latina . En el estado Táchira , como suele pasar en la provincia, en especial en zonas fronterizas, los apagones eléctricos son cotidianos y la falta de combustible obliga a hacer kilométricas filas en gasolineras. Los centros electorales amanecieron con extensas filas en San Cristóbal , pero la afluencia de votantes empezó a caer sobre el mediodía. El gobierno de Maduro desestima las cifras de migración y puso en marcha un plan para repatriar venezolanos llamado "" Vuelta a la patria "". aag",https://www.milenio.com/internacional/migrantes-venezolanos-esperan-resultado-elecciones-colombia
2024-07-05 15:58,Ramón Bragaña,México,Milenio,Migrantes venezolanos cambian sueño americano por el 'Oaxaca dream',"Mayra Galindes y su esposo, migrantes venezolanos, salieron de su país el 6 de abril, con el objetivo de llegar a los Estados Unidos, sin embargo, la falta de recursos, extorsiones, inseguridad por toda la ruta migratoria, además del miedo a ser deportados a su país, hicieron que cambiaran el sueño americano por el Oaxaca dream. Al igual que ellos, cientos de migrantes se quedan en territorio oaxaqueño, buscando establecerse y comenzar a generar dinero, para ellos y para sus familiares que quedaron en Venezuela. Mayra consiguió un trabajo de cocinera en Oaxaca, frente a la terminal de autobuses de primera clase; ella vende platillos venezolanos como lo son: arepas, arroz con plátano y pollo frito. Mayra se ha ganado la confianza de sus patrones, quienes les brindan la oportunidad de apoyarlos con un espacio donde descansar y vivir de manera digna. Debido a las modificaciones a las leyes migratorias de los Estados Unidos, Mayra y su esposo están dispuestas a instalarse de manera permanente en territorio mexicano. Buscarán tener su propio puesto con los ahorros que logren juntar y evitar así ser deportados a Venezuela. Con información de defensoras de migrantes se conoce que, más de un millón de venezolanos han pasado en Oaxaca, buscando llegar a los Estados Unidos. HCM",https://www.milenio.com/politica/comunidad/migrantes-venezolanos-cambian-sueno-americano-establecerse-oaxaca
2024-04-10 20:55,Wilmer Gil López,México,Milenio,"Migrantes venezolanos protagonizan pelea en Cacahuatepec, Oaxaca","Al menos dos grupos de migrantes venezolanos protagonizaron una pelea a golpes mientras intentaban abordar un autobús en San Juan Cacahuatepec , en la región de la Costa de Oaxaca . ​ En un video se ve cómo dos hombres se enfrentan a puñetazos , uniéndose luego otro hombre y una mujer para defender a uno de los agresores . El grupo, compuesto por al menos once personas , incluidos dos menores de edad, buscaba subir a un autobús para seguir su viaje hacia el centro del país . A pesar de que la pelea ocurrió en la vía pública, no había presencia de seguridad y la autoridad local no informó sobre el incidente. Este año, el flujo migratorio en la región de la Costa ha aumentado considerablemente, siendo Pinotepa Nacional el punto donde los migrantes buscan rutas hacia la frontera con Estados Unidos . En las últimas semanas, para evitar la detección de autoridades del Instituto Nacional de Migración (INM), los migrantes han optado por la ruta Pinotepa Nacional – San Juan Cacahuatepec – Santa María Zacatepec – Huajuapan de León, antes de dirigirse directamente a la Ciudad de México . MO",https://www.milenio.com/estados/conflicto-migrantes-venezolanos-san-juan-cacahuatepec-oaxaca
2024-03-21 09:46,Pedro Domínguez,México,Milenio,Migrantes venezolanos regresarán a su país en programa 'Vuelta a la Patria': SRE,"La titular de la Secretaría de Relaciones Exteriores (SRE), Alicia Bárcena , informó sobre la cooperación con el gobierno de Venezuela para repatriar a migrantes que entran a México desde ese país . Durante la conferencia mañanera en Palacio Nacional, la canciller aseguró que las personas venezolanas también han sido apoyadas con programas sociales como Jóvenes Construyendo el Futuro . Sin embargo, la deportación no es la única medida referente a los migrantes que atraviesan territorio mexicano; también se les ofrece trabajo y apoyos sociales . Las oportunidades laborales que se dan a las personas en tránsito son posibles por un acuerdo entre el gobierno federal y la iniciativa privada , tanto mexicana como venezolana. Sumado a lo anterior, también se gestionan refugios para los migrantes pues el objetivo es brindarles ayuda humanitaria . La canciller detalló que los migrantes repatriados no son exclusivamente de Venezuela, pues también han sido provenientes de Colombia y Ecuador . La funcionaria precisó que el apoyo económico se entrega a través de una tarjeta, tal como se hace en México con los programas sociales. Además, se trabaja junto con las empresas venezolanas Polar y Pedevesa, así como las mexicanas Bimbo y Femsa en ese país para que les den trabajo a los venezolanos repatriados. La canciller dijo que se han logrado repatriar a una “cantidad muy importante” con el apoyo de la Secretaría de Gobernación, sin precisar cuántas personas han sido beneficiadas con este programa. Y para reducir el flujo migratorio, dijo que t ambién se está buscando firmar un convenio similar con los gobiernos de Colombia y Ecuador. Finalmente, mencionó que para atender el fenómeno migratorio en el país se firmó un pacto con 50 empresas que abrirán 10 mil ofertas de trabajo, exclusivamente para los migrantes que se han quedado a vivir en México. En tanto, el presidente López Obrador dijo que su gobierno no ha dejado de trabajar y ha emprendido acciones para mejorar las condiciones de vida de los migrantes. SNGZ",https://www.milenio.com/politica/sre-firma-convenio-vuelta-patria-venezuela
2024-01-05 16:07,Ramón Bragaña,México,Milenio,Migrantes bloquean carretera de Oaxaca; exigen reapertura del Centro de Movilidad de Juchitán,"Un grupo mayoritariamente conformado por migrantes venezolanos bloqueó la carretera Panamericana en el tramo Juchitán - La Ventosa, Oaxaca . Le solicitaron a las autoridades federales y estatales la reapertura del Centro de Movilidad Migratoria de Juchitán , cerrado desde el jueves 4 de enero. ​ Este centro les brindaba la oportunidad de viajar de manera segura hacia la Ciudad de México y continuar luego hacia la frontera norte de México. La noticia del cierre tomó por sorpresa a muchos, quienes llevaban días esperando reunir los recursos para comprar los boletos . Jairo Rodríguez, migrante venezolano, explicó a Milenio el perjuicio que implica este cierre para ellos . El 31 de diciembre, autoridades federales y estatales anunciaron el cierre de este Centro de Movilidad Migratoria para el 4 de enero, afectando a decenas de familias que aún llegan con la esperanza de comprar un boleto para dirigirse al centro del país. Ivis Gallardo , migrante venezolana, se encontró en esta situación sin conocer la decisión y se unió al bloqueo con la firme convicción de no moverse hasta que reabran la terminal para migrantes. De acuerdo con las autoridades, en el Centro de Movilidad Migratoria de Juchitán pasaron más de 190 mil migrantes durante los 101 días que estuvo en operación. MO",https://www.milenio.com/estados/migrantes-bloquean-carretera-cierre-centro-movilidad-oaxaca
2024-01-03 09:06,Gaspar Vela,México,Milenio,Secuestro de 31 migrantes en Tamaulipas es atípico: SSPC,"Las autoridades ya analizan videos del autobús en el que fueron secuestradas 31 personas migrantes en el estado de Tamaulipas , y dan seguimiento a los teléfonos de las víctimas, informó la Secretaria de Seguridad y Protección Ciudadana (SSPC), Rosa Icela Rodríguez , quien catalogó este hecho como atípico . En la conferencia de prensa matutina, que en esta ocasión se lleva a cabo en Mérida, Yucatán, la funcionaria explicó que las autoridades federales y estatales llevan a cabo diversas acciones, para ubicar a los responsables de esta privación ilegal de la libertad y a los migrantes. Rosa Icela señaló que entre las víctimas hay venezolanos, ecuatorianos, hondureños, colombianos y mexicanos. Además, precisó que la Fiscalía de Tamaulipas encabeza la investigación, con el apoyo de la federación. La funcionaria agregó que este secuestro de migrantes es atípico , por el número de víctimas. En este marco, el presidente Andrés Manuel López Obrador , dijo que confía en el gobierno del morenista Américo Villareal - mandatario de Tamaulipas -, y confío en que habrá resultados en las indagatorias. CHZ",https://www.milenio.com/politica/comunidad/sspc-secuestro-de-migrantes-en-tamaulipas-es-atipico
2023-12-30 10:34,Redacción,México,Milenio,"En Gómez Palacio, resguardan a grupo de migrantes venezolanos","Cinco adultos y quince menores originarios de Venezuela , llegaron al sector centro de Gómez Palacio, Durango , en espera de abordar el tren con destino a la ciudad fronteriza de Juárez, Chihuahua , por lo que fue necesario que elementos de la Policía Municipal les brindaron apoyo. El grupo de personas se negó en todo momento acudir al albergue municipal , argumentando que si se retiraban se les podría pasar el convoy ferroviario, por lo que los efectivos con apoyo del DIF, optaron por brindarles cobijas, leche, cereal y jugos. Hecho registrado el viernes a las 10:29 de la noche. Los venezolanos que se encontraban en el cruce de calle Centenario y avenida Victoria, fueron trasladados por los uniformados a la antigua estación del tren que se ubica en parte posterior de la presidencia municipal. Señalaron que esperarían el paso de la ""Bestia"" con el objetivo de abordarlo y llegar a la frontera con el vecino país de Estados Unidos. donde esperan cumplir con el sueño americano. El personal de la Dirección de Seguridad Pública Municipal y Protección Ciudadana exhortó al grupo de migrantes a extremar precauciones, para evitar un posible accidente o tragedia en el trayecto por territorio mexicano, mientras que durante su estancia en Gómez Palacio, Durango, se les brindaría seguridad. cale",https://www.milenio.com/estados/gomez-palacio-resguardan-frio-grupo-migrantes-venezolanos
2023-12-28 13:26,Ángel Domínguez,México,Milenio,"INM realiza redada contra migrantes en Matamoros, Tamaulipas","Migrantes e integrantes de la asociación civil Ayudándoles a Triunfar, denunciaron que durante la noche de este miércoles y mañana de jueves, elementos del Instituto Nacional de Migración realizaron una redada en contra de los migrantes venezolanos y haitianos que aún se encuentran pernoctando en el bordo del río Bravo en Matamoros, Tamaulipas. Afirman que fueron perseguidos por cerca de dos cuadras, tirandoles sus pertenecías como mo chilas, documentos y celulares, objetos recogidos por INM. Dicho campamento está habilitado y cercado desde el 2020, donde debido a la gran cantidad de migrantes que cruzaron a los Estados Unidos esta semana, muchas casas de campaña habían quedado vacías, por lo que autoridades municipales en coordinación con el INM revisarían cuales estaban ocupadas y cuales no pues, las desocupadas empezarían a derrumbarlas. Gladys Cañas, presidenta de la organización, exhortó a las autoridades a respetar a los migrantes, porque muchos de ellos están esperando su cita a través de la aplicación CBP One . Además de que se detuvo a un haitiano en la noche y que ha causado el temor de su esposa que se encuentra en el noveno mes de gestación, a una semana de aliviarse. La mujer de nombre Patricia señaló que ella se encontraba dentro del campamento migrante cuando fue comunicada que perseguían a su esposo, quién acaba de llegar de trabajar. Preocupada y nerviosa, señala que, hablará con las autoridades para conocer el estado de su pareja pues, afirma desconocer el motivo de su detención. SJHN",https://www.milenio.com/estados/migrantes-varados-matamoros-tamaulipas-denuncian-redada-inm
2023-12-01 20:09,Alejandro Reyes,México,Milenio,Migrantes venezolanos saturan México en su intento por llegar a Estados Unidos,"Luis, 23 años, salió de Venezuela por la situación de su país, no tenía trabajo. Dice que allá el gobierno está asesinando a mucha gente, que le tiene miedo , también a la policía, que emigra para buscar una mejor vida. -La situación allá es de locos-, dice. Está de paso en México, a la mitad del país, en el estado de Hidalgo, lo acompaña su esposa y su hija de tres años. Esperan el tren en Atitalaquia , en la estación de Bojay, que los lleve al norte. Cuenta que más que el miedo, muchas veces no tenía para comer, que por eso está migrando para llegar a Estados Unidos . Ha caminado y tomado autobuses, por primera vez se subirá a un tren. Luis salió hace tres meses de Venezuela, en agosto, no recuerda la fecha. Su objetivo es cruzar a Estados Unidos, trabajar, ayudar a sus papás, a sus cinco hermanas y tener una vida estable . -Yo le dije a mi mamá que me iba por una mejor vida, que me apoyara en el camino, que apenas llegara le iba a demostrar que también podía, que íbamos a estar bien, me dijo que estaba bien, que ella me apoyaba en todo lo que pudiera y fue cuando yo me vine. *** Venezuela ocupa el primer lugar de migrantes indocumentados detenidos en México por el Instituto Nacional de Migración (INM) en su camino por llegar a la frontera con Estados Unidos y cruzar a ese país. Entre enero y marzo de este año se registraron en el país 111 mil 505 detenciones, de las cuales Venezuela ocupó el primer lugar con 19 mil 944 personas aseguradas , de acuerdo con la Unidad de Política Migratoria, Registro e Identidad de Personas de la Secretaría de Gobernación (Segob). Para el mes de octubre el número de indocumentados detenidos en México se elevó a 588 mil 626 migrantes, de los cuales Venezuela se mantiene en el primer lugar con 168 mil 639 personas aseguradas. La oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR), señala que más de 7.7 millones de personas han salido de Venezuela buscando protección y una vida mejor y que la mayoría –más de 6.5 millones de personas– ha sido acogida por países de América Latina y el Caribe. *** Miguel, un joven alto, delgado, de 27 años, migró de Venezuela por la situación política, económica y social de su país. Dice que la economía allá está por los suelos. - Uno no se siente seguro en este momento en nuestro país -, cuenta. Salió de Venezuela el 29 de septiembre. Lleva dos meses viajando. Su objetivo es llegar a Estados Unidos e iniciar una nueva vida con su esposa, Naomi y su hijo, Damián, de dos años, darles la seguridad que no puede en su país. Miguel dice que quiere un futuro mejor para ellos y ayudar a su familia. A la mitad de su paso por México, reconoce que es “un poco fuerte” viajar con su esposa y su hijo aunque agradece a Dios que en su camino se han encontrado con personas buenas que los han ayudado. En Estados Unidos lo espera un primo, Manuel. Su idea es llegar, comenzar a trabajar, ahorrar y en un futuro cercano volver a su país. Desde el primer día que salió de su casa Miguel viaja con miedo por su hijo y su esposa. -Pero hasta ahora vamos bien, gracias Dios, mi mamá, mi papá, mi hermana, se quedaron tristes pero entendieron que todo es por un futuro mejor-, dice antes de subir al tren que lo acerque a la frontera norte de México. *** Entre enero y octubre de este año elementos de la Oficina de Representación del Instituto Nacional de Migración en el estado Hidalgo detuvieron a mil 22 migrantes indocumentados, de los cuales los venezolanos están en primer lugar, de acuerdo con la Unidad de Política Migratoria. Los indocumentados fueron detenidos en 18 municipios de la entidad. Venezuela encabeza la lista con 185 personas, le sigue Ecuador con 175, Guatemala con 159, Colombia con 66 y Senegal con 49. En diez meses se han detenido en Hidalgo a migrantes de 36 países de América del Norte, América Central, Islas Caribe, América del Sur, Asia y África, de los cuales 79 son menores de edad de entre cero y 17 años entre acompañados y no acompañados. *** Nayibe tiene 23 años y dice que dejó Venezuela por un mejor futuro y una mejor calidad de vida, que allá en su país eso no lo puede tener. Viaja con su hijo pequeño, Emiliano. -El país ahorita es caótico por los servicios principales como el agua, la luz, medicinas, para la gasolina tenemos que hacer colas todo un día, la luz llega cinco horas y el resto del día no hay, el agua es lo mismo, se paga mucho por el gas-, cuenta. Nayibe salió de Venezuela el 6 de octubre. Ha caminado y tomado autobuses más de un mes. En Hidalgo, México, será la primera vez que tome el tren para viajar en sus entrañas y llegar a la frontera con Estados Unidos. Dice que allá la esperan unos amigos que la ayudarán. -¿Y no tienes miedo? -Pues sí, como todo. Sonríe. Salir de la casa de uno y dejar su tierra es lo más difícil que uno puede hacer pero con Dios siempre y pa’lante, no mirar atrás. -¿Cuál es tu objetivo? -Poder llegar a Estados Unidos y trabajar para poder adquirir muchas cosas en mi país, casa, carro, propiedades, un negocio y más que todo brindarle un futuro a mi bebé que tiene dos años. -¿Y piensas volver a Venezuela algún día? -Sí, sí es lo que pienso hacer, trabajar por unos años y luego devolverme otra vez a mi país porque no hay nada como estar en el país de uno.",https://www.milenio.com/sociedad/migrantes-venezolanos-y-su-travesia-hacia-estados-unidos
2023-11-06 21:57,Agencia AFP,México,Milenio,"Incendio en Chile deja 14 migrantes venezolanos muertos, incluidos varios niños","Un voraz incendio en un asentamiento de viviendas precarias en el sur de Chile dejó 14 migrantes venezolanos muertos , entre ellos ocho niños, informó el alcalde suplente de la municipalidad de Coronel, Javier Valencia. "" Se trata de familias venezolanas "" que viven de manera muy precaria, apuntó tras indicar que en el asentamiento las viviendas están construidas con materiales ligeros donde el fuego se propaga rápidamente. Al menos una de las casas "" sólo tenía una entrada y salida "", puntualizó el coronel Luis Rozas , prefecto de Carabineros de Concepción, una de las principales ciudades del sur de Chile. Aunque se desconocen las causas del siniestro, el alcalde dijo que investigaban el posible recalentamiento de una estufa. Valencia lamentó el aumento en los últimos años de la construcción de viviendas en terrenos no habilitados , conocidos en Chile como campamentos, donde se han hecho más comunes los incendios. Coronel fue una de las zonas más afectadas por el fuego, debido a las altas temperaturas del verano austral a principios de este año. ???????????????? | URGENTE: Al menos 14 fallecidos, entre ellos 8 adultos y 6 niños de nacionalidad venezolana, en un incendio de viviendas en Coronel, región Biobío, Chile. pic.twitter.com/eEHUk5rRpJ aag ​",https://www.milenio.com/internacional/incendio-chile-mata-14-migrantes-venezolanos-incluidos-ninos
2023-10-18 18:05,Agencia EFE,México,Milenio,"Más de 900 mil migrantes venezolanos volvieron a su país ""en últimos meses""","Más de 900 mil migrantes venezolanos retornaron a su país ""por distintas vías y medios"" en los ""últimos meses"", aseguró este miércoles el viceministro para América Latina, Rander Peña, durante su participación en una reunión preparatoria para la cumbre sobre migración que se llevará cabo el 22 de octubre en México. Durante el encuentro, en el que participó de manera virtual, según un video que compartió en X, antes Twitter, Peña resaltó la necesidad de una ""cooperación judicial y policial "" que tenga el objetivo de ""desmantelar las redes de coyotes (traficantes de personas) que juegan con el dolor y la necesidad humana"". Sostuvimos reunión de trabajo preparatoria para la Cumbre de Palenque México, el próximo 22 de octubre, en la que distintos países abordaremos temas sobre la migración en la Región, desde Venezuela hemos traido el msj del Pdte. @NicolasMaduro y manifestamos: (sigue) pic.twitter.com/Yq02I72qIS Además, expresó que la región ""debe exigir el levantamiento inmediato"" de las sanciones impuestas al país caribeño, debido a que son la ""causa estructural de la migración venezolana"". El mandatario Nicolás Maduro afirmó recientemente que han retornado a la nación ""casi un millón"" de los aproximadamente ""dos millones"" de migrantes que, según el mandatario, salieron en los últimos años, como consecuencia de la ""guerra económica brutal"" y las sanciones internacionales, a juicio del jefe de Estado. Aseguró que el gobierno ha apoyado a estos connacionales, ""en buena medida"", con el plan ""Vuelta a la Patria"", puesto en marcha en 2018 para facilitar el retorno de migrantes. Según el gobierno, este programa será activado para retornar a migrantes que se encuentran en Estados Unidos, con el que firmó un acuerdo sobre migración para efectuar, de manera ""ordenada, segura y legal"", vuelos de repatriación de venezolanos desde el país norteamericano. Los datos del gobierno contrastan con los de la Plataforma de Coordinación Interagencial para Refugiados y Migrantes de Venezuela (R4V), que asegura que la movilización del país caribeño es la mayor en el continente americano, con 7.32 millones de personas que salieron de su país en los últimos años. aag",https://www.milenio.com/internacional/900-mil-migrantes-regresaron-venezuela-meses
2023-10-12 15:53,Óscar Rodríguez,México,Milenio,Migrantes venezolanos acusan extorsión del INM en su paso por México rumbo a EU,"En Oaxaca, migrantes de Caracas, Venezuela que buscaban arribar a los Estados Unidos junto a sus familias, denunciaron ser víctimas de extorsiones por parte de agentes del Instituto Nacional de Migración (INM). Los extranjeros se quejaron que al subir a las unidades de transporte fueron obligados a descender de los camiones por agentes migratorios quienes les cobraron una cuota de paso a pesar de tener sus papeles y pasaporte en aparente orden. Hay reportes sobre que los migrantes que no pagaron la cuota a los agentes del INM, fueron bajados de los autobuses en plena carretera donde continuaron su viaje a pie. De acuerdo con las quejas de los migrantes, durante su viaje con destino a EU han tenido que enfrentar grandes adversidades, desde cruzar a pie por la selva de Colombi a hasta ser víctimas de asaltos por parte de las pandillas centroamericana, pero ninguna se compara a lo que vivieron en México donde se encontraron con la corrupción de las instituciones , en particular del INM , cuyos agentes les cobraron derecho de piso. Por su parte, el INM rechazó las acusaciones de los migrantes. El Centros de Movilidad Migratoria de la Defensoría de los Derechos Humanos del Pueblo de Oaxaca (DDHPO ) pidió que se garantizara el tránsito seguro y digno de los flujos migratorios en el territorio nacional. RM",https://www.milenio.com/estados/migrantes-venezolanos-reportan-extorsion-inm-paso-mexico
2023-10-06 22:20,Agencia AFP,México,Milenio,"Pese a advertencia de EU, migrantes venezolanos siguen peligrosa ruta por selva del Darién","Con su pequeño hijo en hombros, Dennis Font viene de cruzar la peligrosa selva panameña del Darién . Ninguna advertencia de repatriación a Venezuela lo detendrá en su empeño de llegar a Estados Unidos. Dennis de 32 años, cuenta a AFP en Lajas Blancas que viaja con otros dos hijos y su esposa. Dejó Venezuela, donde era albañil por la situación del país, 250 km al este de Ciudad de Panamá, casi cinco horas de carretera con tramos maltrechos, en la frontera con Colombia. Allí, en un campamento de acogida de migrantes viene de enterarse como muchos de sus compatriotas que pasaron cuatro días atravesando el Darién, que Estados Unidos acordó con el gobierno de Nicolás Maduro la ""repatriación directa"" de venezolanos que migran por vía ilegal. El miedo a la deportación no es mayor que ese anhelo, para muchos en el Centro de Recepción Temporal para Migrantes de Lajas Blancas, donde organismos internacionales ayudan a las instituciones panameñas para atender a los migrantes. En el centro de acogida de migrantes los caminos son de tierra. Duermen en barracones de madera , en colchones en el piso, entre la ropa tendida. Afuera hay baños comunales junto a un pequeño lavadero y varias duchas improvisadas. A este centro, visitado este viernes por los presidentes, Rodrigo Chaves, Costa Rica y Laurentino Cortizo, Panamá, llegan los migrantes en viajes organizados en canoa , tras ser detectados por las autoridades panameñas. Los mandatarios de ambos países vecinos, que se reunieron para abordar la crisis migratoria , vieron cómo llegaban los migrantes en canoas. Chaves abogó por una política clara de Estados Unidos y que los países emisores y los de paso de migrantes se pongan de acuerdo para asegurar que la gente que llegue lo haga de manera legal, ordenada y humanitaria. Igualmente, Cortizo pidió un acuerdo entre países para evitar el viacrucis inhumano por el Darién. En la puerta de un barracón, mientras peina a una de sus dos niñas con quienes viaja, la venezolana Scarlett Ibarra, de 32 años, dice aferrarse ""a Dios"". Ha cruzado el Darién con una veintena de familiares. La selva del Darién con 575 mil hectáreas de superficie, es uno de los corredores más peligros para los migrantes que, desde Sudamérica, tratan de llegar a Estados Unidos recorriendo América Central y México. Según el departamento de Migración de Panamá , hasta el 6 de octubre más de 417 mil personas, una quinta parte menores de edad, habían cruzado en 2023 el Darién. Esa cifra pulveriza el récord de todo el año anterior, cuando fueron 248 mil. La mayoría son venezolanos, en total son más de 265 mil, 48 mil ecuatorianos y más de 38 mil haitianos , aunque también hay asiáticos y africanos. Muchos mueren en este camino de ríos caudalosos, plagado de animales salvajes y son víctimas de bandas criminales que los extorsionan. Cuando los migrantes atraviesan la selva son trasladados a distintos centros donde se les brinda atención médica y servicios básicos. Daniel asegura que volvería a cruzar el Darién. Algunos cadáveres quedan en la ruta y son devorados por los animales. Nixon Espino, un barbero de 19 años, oriundo de Maracaibo noroeste de Venezuela, viaja con hermanos. ​IDM",https://www.milenio.com/internacional/pese-advertencia-eu-venezolanos-continuan-ruta-selva-darien
2023-09-09 06:45,César Cubero,México,Milenio,"Alerta Casa INDI por ""asombrosa"" alza en llegada de migrantes venezolanos","El coordinador de la Casa Institución Normativa de los Indigentes (INDI) , José Jaime Salinas Flores, reveló a la plataforma MILENIO -Multimedios que la situación que se vive con la migración en el estado se está agravando. Principalmente porque en las tres semanas recientes hay una cantidad “asombrosa” de migrantes que arribaron a la ciudad y al albergue en familias completas. En este movimiento reciente, agregó, alrededor del 80 por ciento son personas nacidas en Venezuela . La mayoría, expresó, viendo con esperanza su teléfono celular a la espera de que les llegue la cita por parte de las autoridades migratorias de los Estados Unidos . Con esta ola, dijo, el mayor problema al que se enfrentan es que las familias no aceptan que las mujeres y niños estén en la casa hogar y los hombres en el albergue para las personas de sexo masculino. Ante esa situación, reconoció, llegan al punto de no saber qué hacer y hasta terminan por casi forzar a que las madres usen el albergue para ellas y sus hijos. Hacer esta división, enfatizó, es producto de la experiencia, la cual les enseñó que se vuelve un caos si se da albergue en un mismo sitio a decenas de familias completas. Por último, Salinas Flores agradeció la buena voluntad de la sociedad y aprovechó para pedir su apoyo en este mes de septiembre, en especial con donativos de agua embotellada y de artículos de limpieza. ",https://www.milenio.com/politica/comunidad/sorprende-cantidad-migrantes-llegaron-casa-indi-monterrey
